id,chr,start,end,strand
BGIOSGA015478-PA,4,7582176,7582228,-
BGIOSGA015478-PA,4,7582324,7582419,-
BGIOSGA015478-PA,4,7582925,7583070,-
BGIOSGA015478-PA,4,7584004,7584139,-
BGIOSGA015478-PA,4,7584395,7584548,-
BGIOSGA015478-PA,4,7585527,7585664,-
BGIOSGA015478-PA,4,7585778,7586124,-
BGIOSGA015476-PA,4,7613705,7613758,-
BGIOSGA015476-PA,4,7613834,7613923,-
BGIOSGA015476-PA,4,7614060,7614150,-
BGIOSGA015476-PA,4,7614903,7615102,-
BGIOSGA015476-PA,4,7619358,7619435,-
BGIOSGA015476-PA,4,7619530,7619646,-
BGIOSGA015476-PA,4,7621350,7621445,-
BGIOSGA015476-PA,4,7621525,7621650,-
BGIOSGA015476-PA,4,7621866,7621962,-
BGIOSGA015476-PA,4,7623439,7623512,-
BGIOSGA015476-PA,4,7623585,7623683,-
BGIOSGA015476-PA,4,7623772,7623855,-
BGIOSGA015476-PA,4,7623993,7624184,-
BGIOSGA015476-PA,4,7625108,7625236,-
BGIOSGA015476-PA,4,7625394,7625426,-
BGIOSGA015476-PA,4,7625523,7625619,-
BGIOSGA015476-PA,4,7626166,7626216,-
BGIOSGA015476-PA,4,7626544,7626622,-
BGIOSGA015476-PA,4,7627725,7627806,-
BGIOSGA015476-PA,4,7627921,7627976,-
BGIOSGA015476-PA,4,7629680,7630026,-
BGIOSGA015476-PA,4,7630530,7630666,-
BGIOSGA016012-PA,4,7669606,7669713,+
BGIOSGA016012-PA,4,7669827,7670285,+
BGIOSGA015475-PA,4,7737264,7738235,-
BGIOSGA016014-PA,4,7786490,7786795,+
BGIOSGA016014-PA,4,7788618,7788938,+
BGIOSGA015474-PA,4,7880323,7880715,-
BGIOSGA015473-PA,4,7912452,7913057,-
BGIOSGA016015-PA,4,8101769,8104081,+
BGIOSGA015472-PA,4,8126986,8127546,-
BGIOSGA015472-PA,4,8127886,8128584,-
BGIOSGA015472-PA,4,8129088,8129147,-
BGIOSGA015472-PA,4,8129320,8129376,-
BGIOSGA016018-PA,4,8243085,8244443,+
BGIOSGA016020-PA,4,8525790,8526230,+
BGIOSGA016020-PA,4,8526598,8526696,+
BGIOSGA016020-PA,4,8526848,8526970,+
BGIOSGA016020-PA,4,8527052,8527213,+
BGIOSGA015463-PA,4,8574546,8574613,-
BGIOSGA015463-PA,4,8574981,8575089,-
BGIOSGA015463-PA,4,8575954,8576100,-
BGIOSGA015463-PA,4,8576201,8576299,-
BGIOSGA015463-PA,4,8576380,8576505,-
BGIOSGA015463-PA,4,8577916,8577993,-
BGIOSGA015463-PA,4,8578078,8578203,-
BGIOSGA015463-PA,4,8578320,8578542,-
BGIOSGA015463-PA,4,8579637,8579776,-
BGIOSGA016021-PA,4,8586256,8586660,+
BGIOSGA016021-PA,4,8588390,8588480,+
BGIOSGA016021-PA,4,8588578,8588683,+
BGIOSGA016021-PA,4,8588765,8589047,+
BGIOSGA016021-PA,4,8589133,8589281,+
BGIOSGA016021-PA,4,8590653,8590806,+
BGIOSGA016021-PA,4,8590908,8591864,+
BGIOSGA015461-PA,4,8592964,8594421,-
BGIOSGA016023-PA,4,8635262,8636065,+
BGIOSGA016023-PA,4,8636319,8636813,+
BGIOSGA016026-PA,4,8728904,8728995,+
BGIOSGA016026-PA,4,8729523,8729730,+
BGIOSGA016026-PA,4,8730013,8730243,+
BGIOSGA015458-PA,4,8859982,8860012,-
BGIOSGA015458-PA,4,8860377,8860543,-
BGIOSGA015458-PA,4,8862541,8862600,-
BGIOSGA015458-PA,4,8862709,8863080,-
BGIOSGA015457-PA,4,8900447,8901790,-
BGIOSGA015455-PA,4,8935660,8937216,-
BGIOSGA016033-PA,4,8999911,9000387,+
BGIOSGA016035-PA,4,9109742,9110800,+
BGIOSGA016036-PA,4,9182526,9182608,+
BGIOSGA016036-PA,4,9183170,9183245,+
BGIOSGA016036-PA,4,9183735,9183791,+
BGIOSGA015445-PA,4,9306271,9306729,-
BGIOSGA015440-PA,4,9473847,9474053,-
BGIOSGA015440-PA,4,9475301,9475807,-
BGIOSGA016046-PA,4,9555891,9556519,+
BGIOSGA016046-PA,4,9557202,9557242,+
BGIOSGA016046-PA,4,9557393,9557442,+
BGIOSGA016046-PA,4,9557722,9558633,+
BGIOSGA016047-PA,4,9583477,9583651,+
BGIOSGA016047-PA,4,9584517,9584714,+
BGIOSGA016047-PA,4,9586013,9586107,+
BGIOSGA016047-PA,4,9587267,9587464,+
BGIOSGA015437-PA,4,9645683,9645871,-
BGIOSGA015437-PA,4,9646676,9646756,-
BGIOSGA015437-PA,4,9647244,9647327,-
BGIOSGA015437-PA,4,9647406,9647478,-
BGIOSGA015437-PA,4,9647631,9647692,-
BGIOSGA015437-PA,4,9647989,9648070,-
BGIOSGA015437-PA,4,9654155,9654272,-
BGIOSGA015437-PA,4,9655565,9655667,-
BGIOSGA015437-PA,4,9655760,9655829,-
BGIOSGA015437-PA,4,9655914,9656041,-
BGIOSGA015437-PA,4,9656986,9657112,-
BGIOSGA015437-PA,4,9657226,9657422,-
BGIOSGA015434-PA,4,9709916,9710509,-
BGIOSGA015432-PA,4,9729450,9729890,-
BGIOSGA015425-PA,4,10047758,10047811,-
BGIOSGA015425-PA,4,10050620,10050717,-
BGIOSGA015425-PA,4,10050854,10051340,-
BGIOSGA015424-PA,4,10054845,10054915,-
BGIOSGA015424-PA,4,10055014,10055213,-
BGIOSGA015424-PA,4,10055417,10055514,-
BGIOSGA015424-PA,4,10056373,10056429,-
BGIOSGA015424-PA,4,10056510,10056646,-
BGIOSGA015424-PA,4,10056885,10056942,-
BGIOSGA015424-PA,4,10057420,10057518,-
BGIOSGA015424-PA,4,10057627,10057683,-
BGIOSGA015424-PA,4,10058805,10058864,-
BGIOSGA016060-PA,4,10078974,10079799,+
BGIOSGA016060-PA,4,10079889,10079952,+
BGIOSGA016060-PA,4,10080420,10080480,+
BGIOSGA016062-PA,4,10123138,10124202,+
BGIOSGA016063-PA,4,10153891,10154293,+
BGIOSGA016063-PA,4,10155027,10155196,+
BGIOSGA016064-PA,4,10155560,10155760,+
BGIOSGA015418-PA,4,10224693,10224749,-
BGIOSGA015418-PA,4,10225479,10225560,-
BGIOSGA015418-PA,4,10226190,10226383,-
BGIOSGA016069-PA,4,10240332,10240967,+
BGIOSGA016069-PA,4,10241432,10241603,+
BGIOSGA016069-PA,4,10241674,10241869,+
BGIOSGA016069-PA,4,10241946,10242055,+
BGIOSGA016069-PA,4,10242187,10242378,+
BGIOSGA016069-PA,4,10242513,10242559,+
BGIOSGA016070-PA,4,10243800,10246598,+
BGIOSGA015417-PA,4,10247473,10247490,-
BGIOSGA015417-PA,4,10249777,10250055,-
BGIOSGA016075-PA,4,10331677,10332792,+
BGIOSGA016075-PA,4,10339708,10339752,+
BGIOSGA016078-PA,4,10390875,10391342,+
BGIOSGA016078-PA,4,10392649,10393181,+
BGIOSGA016078-PA,4,10393270,10393395,+
BGIOSGA016078-PA,4,10393782,10393881,+
BGIOSGA016078-PA,4,10394037,10394056,+
BGIOSGA016078-PA,4,10394192,10394294,+
BGIOSGA016078-PA,4,10394370,10394508,+
BGIOSGA016078-PA,4,10394607,10394821,+
BGIOSGA016078-PA,4,10394931,10395479,+
BGIOSGA016079-PA,4,10408231,10408698,+
BGIOSGA016079-PA,4,10410000,10410532,+
BGIOSGA016079-PA,4,10410621,10410746,+
BGIOSGA016079-PA,4,10411132,10411231,+
BGIOSGA016079-PA,4,10411387,10411406,+
BGIOSGA016079-PA,4,10411542,10411644,+
BGIOSGA016079-PA,4,10411720,10411858,+
BGIOSGA016079-PA,4,10411955,10412169,+
BGIOSGA016079-PA,4,10412555,10412659,+
BGIOSGA016079-PA,4,10413498,10413515,+
BGIOSGA016081-PA,4,10433867,10434425,+
BGIOSGA016081-PA,4,10437966,10438477,+
BGIOSGA016081-PA,4,10438585,10438860,+
BGIOSGA016081-PA,4,10438921,10438968,+
BGIOSGA016081-PA,4,10443483,10443512,+
BGIOSGA016081-PA,4,10444347,10444622,+
BGIOSGA016081-PA,4,10445351,10445407,+
BGIOSGA016081-PA,4,10446693,10446891,+
BGIOSGA016081-PA,4,10447996,10448102,+
BGIOSGA016081-PA,4,10448315,10448488,+
BGIOSGA016081-PA,4,10448573,10448845,+
BGIOSGA015412-PA,4,10467237,10467873,-
BGIOSGA015412-PA,4,10467992,10468116,-
BGIOSGA016084-PA,4,10575197,10575215,+
BGIOSGA016084-PA,4,10576216,10576447,+
BGIOSGA016084-PA,4,10576860,10576939,+
BGIOSGA016084-PA,4,10577184,10577337,+
BGIOSGA016084-PA,4,10577468,10577546,+
BGIOSGA016084-PA,4,10577956,10578040,+
BGIOSGA016084-PA,4,10578551,10578597,+
BGIOSGA016084-PA,4,10579220,10579378,+
BGIOSGA015408-PA,4,10625969,10626265,-
BGIOSGA015408-PA,4,10626353,10626503,-
BGIOSGA015408-PA,4,10626585,10626816,-
BGIOSGA015408-PA,4,10626992,10627202,-
BGIOSGA015408-PA,4,10627325,10627443,-
BGIOSGA015408-PA,4,10627525,10627683,-
BGIOSGA015408-PA,4,10627757,10627937,-
BGIOSGA015408-PA,4,10628022,10628401,-
BGIOSGA015408-PA,4,10628988,10629028,-
BGIOSGA015408-PA,4,10629295,10629369,-
BGIOSGA015408-PA,4,10629449,10629520,-
BGIOSGA015408-PA,4,10630181,10630252,-
BGIOSGA015408-PA,4,10630329,10630400,-
BGIOSGA015408-PA,4,10630511,10630582,-
BGIOSGA015408-PA,4,10632265,10632336,-
BGIOSGA015408-PA,4,10632413,10632484,-
BGIOSGA015408-PA,4,10632673,10632744,-
BGIOSGA015408-PA,4,10632824,10633010,-
BGIOSGA015408-PA,4,10634416,10634530,-
BGIOSGA016086-PA,4,10660765,10660850,+
BGIOSGA016086-PA,4,10661130,10661277,+
BGIOSGA016093-PA,4,10774254,10775194,+
BGIOSGA016093-PA,4,10776025,10778179,+
BGIOSGA015404-PA,4,10782143,10783946,-
BGIOSGA015404-PA,4,10784618,10785540,-
BGIOSGA015403-PA,4,10806295,10809222,-
BGIOSGA015401-PA,4,10851904,10852134,-
BGIOSGA015401-PA,4,10853292,10853351,-
BGIOSGA015401-PA,4,10853686,10853745,-
BGIOSGA015399-PA,4,10974340,10974468,-
BGIOSGA015399-PA,4,10974570,10974698,-
BGIOSGA015399-PA,4,10975064,10975225,-
BGIOSGA015399-PA,4,10975554,10975784,-
BGIOSGA015399-PA,4,10975870,10975953,-
BGIOSGA015399-PA,4,10976040,10976108,-
BGIOSGA015399-PA,4,10976196,10976264,-
BGIOSGA015399-PA,4,10976352,10976414,-
BGIOSGA015399-PA,4,10977116,10977420,-
BGIOSGA015399-PA,4,10977488,10977644,-
BGIOSGA016095-PA,4,11004730,11005004,+
BGIOSGA016095-PA,4,11005084,11005230,+
BGIOSGA016095-PA,4,11005303,11005486,+
BGIOSGA016097-PA,4,11118283,11118864,+
BGIOSGA016098-PA,4,11130737,11130982,+
BGIOSGA016098-PA,4,11131920,11132036,+
BGIOSGA016101-PA,4,11199514,11199534,+
BGIOSGA016101-PA,4,11199832,11200041,+
BGIOSGA015392-PA,4,11235533,11235780,-
BGIOSGA015392-PA,4,11235944,11236028,-
BGIOSGA015389-PA,4,11386280,11386348,-
BGIOSGA015389-PA,4,11389105,11389275,-
BGIOSGA015389-PA,4,11389460,11389708,-
BGIOSGA015389-PA,4,11389831,11390116,-
BGIOSGA015389-PA,4,11390202,11390284,-
BGIOSGA015386-PA,4,11551606,11552096,-
BGIOSGA015386-PA,4,11552823,11552938,-
BGIOSGA015386-PA,4,11553116,11553191,-
BGIOSGA015386-PA,4,11555033,11555555,-
BGIOSGA015384-PA,4,11576520,11576900,-
BGIOSGA015384-PA,4,11579037,11580332,-
BGIOSGA016103-PA,4,11603158,11603672,+
BGIOSGA016103-PA,4,11607179,11607374,+
BGIOSGA015373-PA,4,11699839,11699940,-
BGIOSGA015373-PA,4,11700029,11700169,-
BGIOSGA015373-PA,4,11700428,11700540,-
BGIOSGA015373-PA,4,11701423,11701474,-
BGIOSGA015373-PA,4,11701708,11701830,-
BGIOSGA015373-PA,4,11702155,11702261,-
BGIOSGA015373-PA,4,11702450,11702499,-
BGIOSGA015373-PA,4,11703457,11703560,-
BGIOSGA015373-PA,4,11703783,11703863,-
BGIOSGA015373-PA,4,11704002,11704086,-
BGIOSGA015373-PA,4,11704543,11704619,-
BGIOSGA015373-PA,4,11705760,11705849,-
BGIOSGA015373-PA,4,11706706,11706828,-
BGIOSGA015373-PA,4,11707153,11707259,-
BGIOSGA015373-PA,4,11707448,11707497,-
BGIOSGA015373-PA,4,11708451,11708554,-
BGIOSGA015373-PA,4,11708903,11709007,-
BGIOSGA015373-PA,4,11709121,11709170,-
BGIOSGA015373-PA,4,11709309,11709415,-
BGIOSGA015373-PA,4,11711869,11711939,-
BGIOSGA015373-PA,4,11712050,11712278,-
BGIOSGA015373-PA,4,11712362,11712647,-
BGIOSGA015373-PA,4,11712747,11712838,-
BGIOSGA015373-PA,4,11712941,11713539,-
BGIOSGA016105-PA,4,11736276,11736457,+
BGIOSGA016105-PA,4,11736609,11736639,+
BGIOSGA016105-PA,4,11736780,11736826,+
BGIOSGA016105-PA,4,11737049,11737127,+
BGIOSGA016105-PA,4,11737342,11737403,+
BGIOSGA016105-PA,4,11737798,11737897,+
BGIOSGA016105-PA,4,11738162,11738245,+
BGIOSGA016105-PA,4,11738347,11738481,+
BGIOSGA016106-PA,4,11745290,11745505,+
BGIOSGA016107-PA,4,11763194,11765035,+
BGIOSGA015372-PA,4,11776518,11777524,-
BGIOSGA015372-PA,4,11777693,11777888,-
BGIOSGA015366-PA,4,11907305,11907496,-
BGIOSGA015366-PA,4,11907805,11907892,-
BGIOSGA015366-PA,4,11907980,11908086,-
BGIOSGA015366-PA,4,11908245,11908300,-
BGIOSGA015366-PA,4,11910158,11910266,-
BGIOSGA015366-PA,4,11910355,11910903,-
BGIOSGA016112-PA,4,11934721,11934906,+
BGIOSGA016112-PA,4,11935044,11935139,+
BGIOSGA016112-PA,4,11935850,11935970,+
BGIOSGA016112-PA,4,11936067,11936173,+
BGIOSGA016112-PA,4,11936282,11936499,+
BGIOSGA016112-PA,4,11937552,11937729,+
BGIOSGA016112-PA,4,11937825,11937944,+
BGIOSGA016112-PA,4,11938934,11939020,+
BGIOSGA016112-PA,4,11939734,11939844,+
BGIOSGA016112-PA,4,11939951,11940772,+
BGIOSGA016114-PA,4,11977022,11977301,+
BGIOSGA016114-PA,4,11977795,11978379,+
BGIOSGA016114-PA,4,11980143,11980616,+
BGIOSGA016114-PA,4,11980918,11982167,+
BGIOSGA015362-PA,4,12021077,12022105,-
BGIOSGA015360-PA,4,12081005,12081518,-
BGIOSGA015360-PA,4,12081632,12082206,-
BGIOSGA015359-PA,4,12134942,12135124,-
BGIOSGA015359-PA,4,12137228,12137677,-
BGIOSGA016117-PA,4,12184047,12184401,+
BGIOSGA016117-PA,4,12185404,12185481,+
BGIOSGA016117-PA,4,12185634,12185668,+
BGIOSGA016117-PA,4,12186434,12186527,+
BGIOSGA016117-PA,4,12187176,12187260,+
BGIOSGA016117-PA,4,12187974,12188049,+
BGIOSGA016117-PA,4,12188373,12188498,+
BGIOSGA016117-PA,4,12188743,12188841,+
BGIOSGA016117-PA,4,12188942,12189043,+
BGIOSGA016117-PA,4,12189264,12189422,+
BGIOSGA016117-PA,4,12189512,12189607,+
BGIOSGA016117-PA,4,12190195,12190246,+
BGIOSGA016117-PA,4,12190331,12190442,+
BGIOSGA016117-PA,4,12190586,12190650,+
BGIOSGA016117-PA,4,12191829,12192226,+
BGIOSGA016117-PA,4,12192941,12193035,+
BGIOSGA016117-PA,4,12193788,12193863,+
BGIOSGA016117-PA,4,12194415,12194537,+
BGIOSGA016117-PA,4,12194629,12194697,+
BGIOSGA016119-PA,4,12276659,12277613,+
BGIOSGA016119-PA,4,12278589,12279652,+
BGIOSGA015355-PA,4,12281972,12282841,-
BGIOSGA015353-PA,4,12363240,12363766,-
BGIOSGA015353-PA,4,12364616,12364661,-
BGIOSGA015353-PA,4,12364821,12364924,-
BGIOSGA015353-PA,4,12365090,12365845,-
BGIOSGA015353-PA,4,12365978,12366992,-
BGIOSGA015351-PA,4,12399503,12399546,-
BGIOSGA015351-PA,4,12400016,12402044,-
BGIOSGA015351-PA,4,12405192,12405419,-
BGIOSGA016122-PA,4,12448806,12449207,+
BGIOSGA015350-PA,4,12469283,12469326,-
BGIOSGA015350-PA,4,12469796,12471824,-
BGIOSGA015350-PA,4,12472091,12472132,-
BGIOSGA016128-PA,4,12707394,12707441,+
BGIOSGA016128-PA,4,12708743,12709117,+
BGIOSGA016128-PA,4,12709228,12709345,+
BGIOSGA016128-PA,4,12711358,12711581,+
BGIOSGA016128-PA,4,12711705,12711953,+
BGIOSGA015342-PA,4,12768009,12768695,-
BGIOSGA015342-PA,4,12769675,12769899,-
BGIOSGA016131-PA,4,12784756,12785766,+
BGIOSGA016132-PA,4,12804398,12804483,+
BGIOSGA016132-PA,4,12805417,12805591,+
BGIOSGA016132-PA,4,12806282,12806361,+
BGIOSGA016132-PA,4,12808261,12808465,+
BGIOSGA016133-PA,4,12822538,12823346,+
BGIOSGA016133-PA,4,12823432,12823530,+
BGIOSGA016133-PA,4,12823860,12823926,+
BGIOSGA016134-PA,4,12824758,12825225,+
BGIOSGA015337-PA,4,12902054,12902290,-
BGIOSGA015337-PA,4,12902594,12902881,-
BGIOSGA015336-PA,4,12921872,12922000,-
BGIOSGA015336-PA,4,12922090,12922209,-
BGIOSGA015336-PA,4,12922579,12922635,-
BGIOSGA015336-PA,4,12923139,12923195,-
BGIOSGA015336-PA,4,12923291,12923347,-
BGIOSGA015336-PA,4,12925259,12925418,-
BGIOSGA015336-PA,4,12925970,12926038,-
BGIOSGA015336-PA,4,12926168,12926218,-
BGIOSGA015336-PA,4,12926545,12926624,-
BGIOSGA015336-PA,4,12926717,12926821,-
BGIOSGA015336-PA,4,12927468,12927656,-
BGIOSGA015336-PA,4,12927731,12927869,-
BGIOSGA015336-PA,4,12928730,12928911,-
BGIOSGA015336-PA,4,12928998,12929201,-
BGIOSGA015336-PA,4,12929536,12929640,-
BGIOSGA015332-PA,4,13141148,13141296,-
BGIOSGA015332-PA,4,13141631,13141702,-
BGIOSGA015332-PA,4,13141812,13141887,-
BGIOSGA015332-PA,4,13144773,13144863,-
BGIOSGA015332-PA,4,13145216,13145286,-
BGIOSGA015332-PA,4,13145379,13145541,-
BGIOSGA015332-PA,4,13148078,13148302,-
BGIOSGA015332-PA,4,13148922,13149169,-
BGIOSGA015332-PA,4,13149255,13149384,-
BGIOSGA015332-PA,4,13149786,13149790,-
BGIOSGA016147-PA,4,13315991,13316437,+
BGIOSGA016147-PA,4,13318306,13318478,+
BGIOSGA016147-PA,4,13318854,13318956,+
BGIOSGA016147-PA,4,13319125,13319469,+
BGIOSGA016148-PA,4,13421403,13421655,+
BGIOSGA016148-PA,4,13421734,13422002,+
BGIOSGA016148-PA,4,13422099,13422302,+
BGIOSGA016148-PA,4,13425182,13425634,+
BGIOSGA016150-PA,4,13436759,13437085,+
BGIOSGA015324-PA,4,13445901,13446103,-
BGIOSGA015324-PA,4,13446330,13446471,-
BGIOSGA015321-PA,4,13572314,13572578,-
BGIOSGA015321-PA,4,13572733,13572869,-
BGIOSGA015321-PA,4,13574714,13574917,-
BGIOSGA015318-PA,4,13603510,13603833,-
BGIOSGA015315-PA,4,13644939,13645232,-
BGIOSGA015315-PA,4,13646581,13646826,-
BGIOSGA015315-PA,4,13649583,13649718,-
BGIOSGA015315-PA,4,13649791,13650009,-
BGIOSGA015315-PA,4,13650220,13650598,-
BGIOSGA015315-PA,4,13650990,13651248,-
BGIOSGA015315-PA,4,13653995,13654207,-
BGIOSGA015311-PA,4,13803901,13804317,-
BGIOSGA016154-PA,4,13808040,13808371,+
BGIOSGA016154-PA,4,13808930,13809158,+
BGIOSGA015309-PA,4,13855355,13855747,-
BGIOSGA015307-PA,4,13911676,13911954,-
BGIOSGA015307-PA,4,13912347,13912597,-
BGIOSGA015307-PA,4,13912719,13913007,-
BGIOSGA015307-PA,4,13913814,13913890,-
BGIOSGA015307-PA,4,13914817,13915117,-
BGIOSGA015307-PA,4,13915276,13915452,-
BGIOSGA015306-PA,4,13916948,13917244,-
BGIOSGA016160-PA,4,13978577,13978669,+
BGIOSGA016160-PA,4,13978795,13979107,+
BGIOSGA016160-PA,4,13980740,13980828,+
BGIOSGA016160-PA,4,13981555,13981846,+
BGIOSGA016160-PA,4,13981942,13982177,+
BGIOSGA016160-PA,4,13982680,13982961,+
BGIOSGA016161-PA,4,13984247,13984393,+
BGIOSGA016161-PA,4,13985406,13985789,+
BGIOSGA016161-PA,4,13986181,13986649,+
BGIOSGA016161-PA,4,13987807,13987845,+
BGIOSGA016161-PA,4,13988920,13989041,+
BGIOSGA016161-PA,4,13989300,13989446,+
BGIOSGA016161-PA,4,13989866,13989955,+
BGIOSGA016161-PA,4,13990043,13990167,+
BGIOSGA016161-PA,4,13990336,13990541,+
BGIOSGA016161-PA,4,13990720,13990844,+
BGIOSGA016161-PA,4,13991297,13991491,+
BGIOSGA016161-PA,4,13992064,13992106,+
BGIOSGA016161-PA,4,13992531,13993036,+
BGIOSGA016161-PA,4,13993967,13994073,+
BGIOSGA016161-PA,4,13994155,13994339,+
BGIOSGA016161-PA,4,13995539,13995829,+
BGIOSGA016161-PA,4,13996223,13996492,+
BGIOSGA016161-PA,4,13996818,13997515,+
BGIOSGA016161-PA,4,13998001,13998281,+
BGIOSGA016161-PA,4,13998354,13999023,+
BGIOSGA016161-PA,4,13999483,13999719,+
BGIOSGA016162-PA,4,14002358,14002561,+
BGIOSGA016162-PA,4,14002652,14002728,+
BGIOSGA016162-PA,4,14003529,14003673,+
BGIOSGA016162-PA,4,14003964,14004920,+
BGIOSGA016162-PA,4,14005361,14005522,+
BGIOSGA016162-PA,4,14006755,14006868,+
BGIOSGA016162-PA,4,14007452,14007539,+
BGIOSGA016162-PA,4,14007621,14007676,+
BGIOSGA016162-PA,4,14007876,14007930,+
BGIOSGA016162-PA,4,14008043,14008086,+
BGIOSGA016163-PA,4,14012272,14013090,+
BGIOSGA016163-PA,4,14014261,14014351,+
BGIOSGA016163-PA,4,14014439,14014494,+
BGIOSGA016163-PA,4,14014995,14015043,+
BGIOSGA016163-PA,4,14015164,14015246,+
BGIOSGA016164-PA,4,14029258,14029434,+
BGIOSGA016164-PA,4,14030802,14030858,+
BGIOSGA016164-PA,4,14031295,14033016,+
BGIOSGA016164-PA,4,14034592,14034765,+
BGIOSGA016165-PA,4,14035952,14036386,+
BGIOSGA016166-PA,4,14052311,14052422,+
BGIOSGA016166-PA,4,14052890,14053045,+
BGIOSGA016166-PA,4,14053153,14053314,+
BGIOSGA016166-PA,4,14054357,14054760,+
BGIOSGA016167-PA,4,14063683,14063797,+
BGIOSGA016167-PA,4,14064192,14064347,+
BGIOSGA016167-PA,4,14064544,14064705,+
BGIOSGA016167-PA,4,14065279,14065422,+
BGIOSGA016167-PA,4,14065532,14065608,+
BGIOSGA016167-PA,4,14066291,14066455,+
BGIOSGA016167-PA,4,14066569,14066922,+
BGIOSGA016168-PA,4,14073990,14074104,+
BGIOSGA016168-PA,4,14074463,14074542,+
BGIOSGA016168-PA,4,14076054,14076557,+
BGIOSGA016169-PA,4,14086413,14086527,+
BGIOSGA016169-PA,4,14086936,14087091,+
BGIOSGA016169-PA,4,14087241,14087402,+
BGIOSGA016169-PA,4,14087960,14088117,+
BGIOSGA016169-PA,4,14088237,14088290,+
BGIOSGA016169-PA,4,14088936,14089091,+
BGIOSGA016169-PA,4,14089227,14089568,+
BGIOSGA016170-PA,4,14099216,14099263,+
BGIOSGA016170-PA,4,14099399,14099740,+
BGIOSGA016171-PA,4,14109082,14109645,+
BGIOSGA016171-PA,4,14109739,14109837,+
BGIOSGA016171-PA,4,14109916,14110068,+
BGIOSGA016171-PA,4,14110181,14110918,+
BGIOSGA015296-PA,4,14136077,14136267,-
BGIOSGA015296-PA,4,14138145,14140353,-
BGIOSGA015296-PA,4,14141582,14141776,-
BGIOSGA016172-PA,4,14161026,14161482,+
BGIOSGA016172-PA,4,14163007,14163216,+
BGIOSGA016172-PA,4,14164281,14164360,+
BGIOSGA016172-PA,4,14165293,14165361,+
BGIOSGA016173-PA,4,14178620,14178892,+
BGIOSGA016173-PA,4,14178958,14179190,+
BGIOSGA016173-PA,4,14181389,14182529,+
BGIOSGA016174-PA,4,14192299,14192658,+
BGIOSGA016174-PA,4,14192751,14192903,+
BGIOSGA016174-PA,4,14193490,14193573,+
BGIOSGA016174-PA,4,14193881,14193922,+
BGIOSGA016174-PA,4,14194028,14194081,+
BGIOSGA016174-PA,4,14194154,14194249,+
BGIOSGA016174-PA,4,14194767,14194862,+
BGIOSGA016174-PA,4,14195544,14195689,+
BGIOSGA016174-PA,4,14196253,14196402,+
BGIOSGA016174-PA,4,14196492,14196621,+
BGIOSGA016174-PA,4,14196731,14197390,+
BGIOSGA016174-PA,4,14197484,14197582,+
BGIOSGA016174-PA,4,14197661,14197813,+
BGIOSGA016174-PA,4,14197928,14198659,+
BGIOSGA016174-PA,4,14198943,14199245,+
BGIOSGA015290-PA,4,14213820,14213974,-
BGIOSGA015290-PA,4,14222682,14222922,-
BGIOSGA015290-PA,4,14223047,14223118,-
BGIOSGA015290-PA,4,14223296,14223364,-
BGIOSGA015290-PA,4,14224197,14224262,-
BGIOSGA015290-PA,4,14224507,14224629,-
BGIOSGA015290-PA,4,14224708,14225068,-
BGIOSGA015290-PA,4,14225169,14225293,-
BGIOSGA015289-PA,4,14250785,14250964,-
BGIOSGA015288-PA,4,14255721,14255906,-
BGIOSGA016176-PA,4,14257705,14257881,+
BGIOSGA015287-PA,4,14269802,14269855,-
BGIOSGA015287-PA,4,14269953,14270073,-
BGIOSGA015287-PA,4,14270156,14270283,-
BGIOSGA015287-PA,4,14270866,14271012,-
BGIOSGA015287-PA,4,14271091,14271216,-
BGIOSGA015287-PA,4,14271304,14271569,-
BGIOSGA015287-PA,4,14271668,14271862,-
BGIOSGA015287-PA,4,14271986,14272066,-
BGIOSGA015287-PA,4,14272165,14272239,-
BGIOSGA015287-PA,4,14272679,14272939,-
BGIOSGA015287-PA,4,14273042,14273128,-
BGIOSGA015287-PA,4,14273253,14273377,-
BGIOSGA015287-PA,4,14273390,14273481,-
BGIOSGA015285-PA,4,14308860,14309281,-
BGIOSGA015285-PA,4,14309378,14310538,-
BGIOSGA015285-PA,4,14311500,14311949,-
BGIOSGA015285-PA,4,14313625,14313900,-
BGIOSGA015285-PA,4,14313979,14316568,-
BGIOSGA015284-PA,4,14322000,14323954,-
BGIOSGA015284-PA,4,14325425,14325834,-
BGIOSGA015284-PA,4,14326141,14326381,-
BGIOSGA015284-PA,4,14326697,14326741,-
BGIOSGA015284-PA,4,14327112,14327292,-
BGIOSGA015282-PA,4,14359200,14360449,-
BGIOSGA015282-PA,4,14360762,14360806,-
BGIOSGA015282-PA,4,14360888,14360990,-
BGIOSGA016180-PA,4,14396509,14396524,+
BGIOSGA016180-PA,4,14396712,14396907,+
BGIOSGA016180-PA,4,14397010,14397220,+
BGIOSGA016185-PA,4,14530656,14532341,+
BGIOSGA016185-PA,4,14532720,14533109,+
BGIOSGA015280-PA,4,14550890,14553912,-
BGIOSGA015280-PA,4,14555292,14555924,-
BGIOSGA015280-PA,4,14556047,14556103,-
BGIOSGA015280-PA,4,14556338,14556863,-
BGIOSGA016190-PA,4,14586829,14587696,+
BGIOSGA016190-PA,4,14588174,14588264,+
BGIOSGA016190-PA,4,14588347,14588968,+
BGIOSGA016190-PA,4,14589078,14589157,+
